都道府県,市町村名,役所名,lon,lat
福岡県,桂川町,桂川町役場,130.678118,33.578889
福岡県,筑前町,筑前町役場,130.595183,33.457033
福岡県,東峰村,東峰村役場,130.869919,33.397314
福岡県,水巻町,水巻町役場,130.694783,33.85485
福岡県,岡垣町,岡垣町役場,130.611749,33.853491
福岡県,遠賀町,遠賀町役場,130.668341,33.848166
福岡県,小竹町,小竹町役場,130.712691,33.692418
香川県,三豊市,三豊市役所,133.715203,34.182556
香川県,土庄町,土庄町役場,134.185594,34.485987
香川県,小豆島町,小豆島町役場,134.233548,34.482032
香川県,三木町,三木町役場,134.134363,34.268355
香川県,善通寺市,善通寺市役所,133.787153,34.228417
香川県,観音寺市,観音寺市役所,133.661597,34.12737
香川県,さぬき市,さぬき市役所,134.171989,34.32521
香川県,東かがわ市,東かがわ市役所,134.358837,34.243803
徳島県,東みよし町,東みよし町役場,133.93676,34.036785
香川県,高松市,高松市役所,134.046574,34.342791
香川県,丸亀市,丸亀市役所,133.797716,34.289482
香川県,坂出市,坂出市役所,133.860502,34.316478
徳島県,藍住町,藍住町役場,134.495112,34.126776
徳島県,板野町,板野町役場,134.462616,34.144364
徳島県,上板町,上板町役場,134.404999,34.121365
徳島県,つるぎ町,つるぎ町役場,134.064051,34.037307
愛媛県,大洲市,大洲市役所,132.544514,33.506285
愛媛県,伊予市,伊予市役所,132.703778,33.757461
愛媛県,四国中央市,四国中央市役所,133.549188,33.980694
愛媛県,西予市,西予市役所,132.510967,33.363017
愛媛県,宇和島市,宇和島市役所,132.560563,33.22334
愛媛県,八幡浜市,八幡浜市役所,132.423334,33.462898
愛媛県,新居浜市,新居浜市役所,133.283379,33.960329
愛媛県,西条市,西条市役所,133.181186,33.919615
香川県,多度津町,多度津町役場,133.753569,34.272474
香川県,まんのう町,まんのう町役場,133.841393,34.192334
愛媛県,松山市,松山市役所,132.765556,33.839157
愛媛県,今治市,今治市役所,132.997658,34.066043
香川県,直島町,直島町役場,133.995638,34.45983
香川県,宇多津町,宇多津町役場,133.825566,34.310301
香川県,綾川町,綾川町役場,133.923099,34.249613
香川県,琴平町,琴平町役場,133.823303,34.19142
高知県,安芸市,安芸市役所,133.907074,33.502416
高知県,南国市,南国市役所,133.64146,33.575673
高知県,土佐市,土佐市役所,133.425326,33.496012
高知県,須崎市,須崎市役所,133.282959,33.400745
愛媛県,鬼北町,鬼北町役場,132.684032,33.255792
愛媛県,愛南町,愛南町役場,132.583326,32.962168
高知県,高知市,高知市役所,133.531166,33.558788
高知県,室戸市,室戸市役所,134.151981,33.289955
愛媛県,砥部町,砥部町役場,132.792233,33.74926
愛媛県,内子町,内子町役場,132.658083,33.532937
愛媛県,伊方町,伊方町役場,132.353998,33.488593
愛媛県,松野町,松野町役場,132.710935,33.22715
愛媛県,東温市,東温市役所,132.872299,33.791027
愛媛県,上島町,上島町役場,133.204492,34.257467
愛媛県,久万高原町,久万高原町役場,132.901665,33.655603
愛媛県,松前町,松前町役場,132.711364,33.787479
高知県,本山町,本山町役場,133.591481,33.757028
高知県,大豊町,大豊町役場,133.664288,33.764299
高知県,土佐町,土佐町役場,133.532107,33.736896
高知県,大川村,大川村役場,133.466613,33.783927
高知県,安田町,安田町役場,133.98108,33.438601
高知県,北川村,北川村役場,134.042069,33.447694
高知県,馬路村,馬路村役場,134.048114,33.555347
高知県,芸西村,芸西村役場,133.808942,33.526915
高知県,香美市,香美市役所,133.686245,33.60386
高知県,東洋町,東洋町役場,134.279968,33.527976
高知県,奈半利町,奈半利町役場,134.020957,33.424179
高知県,田野町,田野町役場,134.008209,33.427713
高知県,宿毛市,宿毛市役所,132.726269,32.939014
高知県,土佐清水市,土佐清水市役所,132.9551,32.781603
高知県,四万十市,四万十市役所,132.93375,32.991385
高知県,香南市,香南市役所,133.700543,33.564124
滋賀県,甲良町,甲良町役場,136.26135,35.204224
滋賀県,多賀町,多賀町役場,136.292199,35.222035
京都府,京都市,京都市役所,135.768181,35.011574
京都府,福知山市,福知山市役所,135.126532,35.296725
滋賀県,日野町,日野町役場,136.246023,35.018018
滋賀県,竜王町,竜王町役場,136.124438,35.06075
滋賀県,愛荘町,愛荘町役場,136.212306,35.168834
滋賀県,豊郷町,豊郷町役場,136.229974,35.200382
滋賀県,湖南市,湖南市役所,136.084693,35.004106
滋賀県,高島市,高島市役所,136.035785,35.353052
滋賀県,東近江市,東近江市役所,136.20762,35.112603
滋賀県,米原市,米原市役所,136.284013,35.315355
滋賀県,守山市,守山市役所,135.99402,35.058663
滋賀県,栗東市,栗東市役所,135.997993,35.021614
滋賀県,甲賀市,甲賀市役所,136.167084,34.96612
滋賀県,野洲市,野洲市役所,136.025873,35.06747
京都府,木津川市,木津川市役所,135.820058,34.737179
京都府,大山崎町,大山崎町役場,135.688476,34.902795
京都府,久御山町,久御山町役場,135.732564,34.881502
京都府,井手町,井手町役場,135.803308,34.798373
京都府,八幡市,八幡市役所,135.707571,34.875533
京都府,京田辺市,京田辺市役所,135.767842,34.814442
京都府,京丹後市,京丹後市役所,135.060997,35.624169
京都府,南丹市,南丹市役所,135.470239,35.10739
京都府,亀岡市,亀岡市役所,135.573512,35.013475
京都府,城陽市,城陽市役所,135.780074,34.852958
京都府,向日市,向日市役所,135.698319,34.948699
京都府,長岡京市,長岡京市役所,135.695685,34.926782
京都府,舞鶴市,舞鶴市役所,135.385992,35.474797
京都府,綾部市,綾部市役所,135.258812,35.298916
京都府,宇治市,宇治市役所,135.79978,34.8844
京都府,宮津市,宮津市役所,135.195567,35.535577
大阪府,池田市,池田市役所,135.428555,34.821686
大阪府,吹田市,吹田市役所,135.516799,34.759405
大阪府,泉大津市,泉大津市役所,135.410472,34.504268
大阪府,高槻市,高槻市役所,135.617216,34.8461
大阪府,大阪市,大阪市役所,135.502046,34.693891
大阪府,堺市,堺市役所,135.48302,34.573354
大阪府,岸和田市,岸和田市役所,135.370871,34.460597
大阪府,豊中市,豊中市役所,135.469889,34.781239
京都府,南山城村,南山城村役場,135.993665,34.772787
京都府,京丹波町,京丹波町役場,135.423267,35.16435
京都府,伊根町,伊根町役場,135.272853,35.675172
京都府,与謝野町,与謝野町役場,135.152916,35.565375
京都府,宇治田原町,宇治田原町役場,135.85685,34.852665
京都府,笠置町,笠置町役場,135.93938,34.760497
京都府,和束町,和束町役場,135.904866,34.795726
京都府,精華町,精華町役場,135.785686,34.760819
大阪府,箕面市,箕面市役所,135.470379,34.826929
大阪府,柏原市,柏原市役所,135.628642,34.579305
大阪府,羽曳野市,羽曳野市役所,135.606226,34.558002
大阪府,門真市,門真市役所,135.586899,34.739145
大阪府,河内長野市,河内長野市役所,135.564119,34.458107
大阪府,松原市,松原市役所,135.551786,34.577901
大阪府,大東市,大東市役所,135.623471,34.712013
大阪府,和泉市,和泉市役所,135.423624,34.483635
大阪府,八尾市,八尾市役所,135.600948,34.626884
大阪府,泉佐野市,泉佐野市役所,135.327337,34.406839
大阪府,富田林市,富田林市役所,135.59728,34.499675
大阪府,寝屋川市,寝屋川市役所,135.628008,34.766079
大阪府,貝塚市,貝塚市役所,135.358431,34.437686
大阪府,守口市,守口市役所,135.563971,34.73768
大阪府,枚方市,枚方市役所,135.650642,34.814465
大阪府,茨木市,茨木市役所,135.568503,34.816153
愛知県,あま市,あま市役所,136.783227,35.200498
愛知県,長久手市,長久手市役所,137.048631,35.18412
愛知県,東郷町,東郷町役場,137.052623,35.09679
愛知県,豊山町,豊山町役場,136.911977,35.250462
愛知県,清須市,清須市役所,136.852934,35.199848
愛知県,北名古屋市,北名古屋市役所,136.865961,35.245657
愛知県,弥富市,弥富市役所,136.72472,35.110118
愛知県,みよし市,みよし市役所,137.074728,35.089699
愛知県,豊明市,市役所出張所,137.006892,35.060587
愛知県,日進市,日進市役所,137.039414,35.132018
愛知県,田原市,田原市役所,137.26383,34.668972
愛知県,愛西市,愛西市役所,136.728217,35.152802
愛知県,尾張旭市,尾張旭市役所,137.035412,35.216568
愛知県,高浜市,高浜市役所,136.98766,34.92763
愛知県,岩倉市,岩倉市役所,136.871428,35.279433
愛知県,豊明市,豊明市役所,137.013124,35.053756
愛知県,東栄町,東栄町役場,137.697833,35.07693
愛知県,豊根村,豊根村役場,137.719871,35.146394
三重県,津市,津市役所,136.505443,34.718563
三重県,四日市市,四日市市役所,136.624427,34.965092
愛知県,美浜町,美浜町役場,136.908251,34.778843
愛知県,武豊町,武豊町役場,136.914937,34.85097
愛知県,幸田町,幸田町役場,137.165667,34.864425
愛知県,設楽町,設楽町役場,137.571225,35.097298
愛知県,飛島村,飛島村役場,136.791157,35.078804
愛知県,阿久比町,阿久比町役場,136.915512,34.932569
愛知県,東浦町,東浦町役場,136.965569,34.977139
愛知県,南知多町,南知多町役場,136.929934,34.715169
愛知県,大口町,大口町役場,136.907694,35.332444
愛知県,扶桑町,扶桑町役場,136.913079,35.35914
愛知県,大治町,大治町役場,136.8201,35.175089
愛知県,蟹江町,蟹江町役場,136.786679,35.132339
三重県,木曽岬町,木曽岬町役場,136.731353,35.075958
三重県,東員町,東員町役場,136.583756,35.074125
三重県,菰野町,菰野町役場,136.507346,35.020001
三重県,朝日町,朝日町役場,136.664366,35.034221
三重県,熊野市,熊野市役所,136.100288,33.88862
三重県,いなべ市,いなべ市役所,136.561379,35.115709
三重県,志摩市,志摩市役所,136.829655,34.328218
三重県,伊賀市,伊賀市役所,136.129908,34.768829
三重県,名張市,名張市役所,136.108299,34.627662
三重県,尾鷲市,尾鷲市役所,136.190998,34.070799
三重県,亀山市,亀山市役所,136.451645,34.855755
三重県,鳥羽市,鳥羽市役所,136.843378,34.481432
三重県,伊勢市,伊勢市役所,136.709286,34.487506
三重県,松阪市,松阪市役所,136.527595,34.577974
三重県,桑名市,桑名市役所,136.683539,35.062288
三重県,鈴鹿市,鈴鹿市役所,136.584185,34.881866
滋賀県,彦根市,彦根市役所,136.259623,35.274464
滋賀県,長浜市,長浜市役所,136.275444,35.381447
滋賀県,近江八幡市,近江八幡市役所,136.097846,35.128214
滋賀県,草津市,草津市役所,135.959994,35.013123
三重県,紀北町,紀北町役場,136.336852,34.211199
三重県,御浜町,御浜町役場,136.048677,33.814505
三重県,紀宝町,紀宝町役場,136.009715,33.73387
滋賀県,大津市,大津市役所,135.854666,35.018357
三重県,玉城町,玉城町役場,136.630932,34.490276
三重県,度会町,度会町役場,136.62251,34.4389
三重県,大紀町,大紀町役場,136.415798,34.358023
三重県,南伊勢町,南伊勢町役場,136.70365,34.352059
三重県,川越町,川越町役場,136.673971,35.02295
三重県,多気町,多気町役場,136.546149,34.496156
三重県,明和町,明和町役場,136.623251,34.547528
三重県,大台町,大台町役場,136.407876,34.39337
奈良県,安堵町,安堵町役場,135.756781,34.606488
奈良県,川西町,川西町役場,135.773871,34.584383
奈良県,三宅町,三宅町役場,135.773177,34.573678
奈良県,田原本町,田原本町役場,135.79494,34.556667
奈良県,山添村,山添村役場,136.043797,34.681261
奈良県,平群町,平群町役場,135.700711,34.629155
奈良県,三郷町,三郷町役場,135.695425,34.599977
奈良県,斑鳩町,斑鳩町役場,135.730593,34.608852
奈良県,生駒市,生駒市役所,135.700553,34.691979
奈良県,香芝市,香芝市役所,135.699162,34.541295
奈良県,葛城市,葛城市役所,135.726563,34.489158
奈良県,宇陀市,宇陀市役所,135.952303,34.528073
奈良県,橿原市,橿原市役所,135.792756,34.509453
奈良県,桜井市,桜井市役所,135.843232,34.5187
奈良県,五條市,五條市役所,135.693497,34.352118
奈良県,御所市,御所市役所,135.740177,34.46334
奈良県,黒滝村,黒滝村役場,135.85225,34.309276
奈良県,天川村,天川村役場,135.855135,34.241929
奈良県,野迫川村,野迫川村役場,135.63303,34.166293
奈良県,十津川村,十津川村役場,135.792611,33.988504
奈良県,河合町,役場出張所,135.719945,34.585374
奈良県,吉野町,吉野町役場,135.857612,34.396046
奈良県,大淀町,大淀町役場,135.789798,34.390529
奈良県,下市町,下市町役場,135.791872,34.360951
奈良県,上牧町,上牧町役場,135.716674,34.562723
奈良県,王寺町,王寺町役場,135.706705,34.594696
奈良県,広陵町,広陵町役場,135.750842,34.54274
奈良県,河合町,河合町役場,135.736699,34.578369
奈良県,曽爾村,曽爾村役場,136.124475,34.510664
奈良県,御杖村,御杖村役場,136.16591,34.488391
奈良県,高取町,高取町役場,135.793168,34.449468
奈良県,明日香村,明日香村役場,135.820633,34.471281
和歌山県,岩出市,岩出市役所,135.311451,34.256267
和歌山県,紀美野町,紀美野町役場,135.307575,34.167192
和歌山県,かつらぎ町,かつらぎ町役場,135.503802,34.296416
和歌山県,九度山町,九度山町役場,135.562242,34.287192
和歌山県,御坊市,御坊市役所,135.152406,33.891412
和歌山県,田辺市,田辺市役所,135.377662,33.72801
和歌山県,新宮市,新宮市役所,135.992525,33.724224
和歌山県,紀の川市,紀の川市役所,135.362576,34.269538
和歌山県,和歌山市,和歌山市役所,135.170808,34.230514
和歌山県,海南市,海南市役所,135.209189,34.155311
和歌山県,橋本市,橋本市役所,135.605208,34.314876
和歌山県,有田市,有田市役所,135.127727,34.083104
奈良県,下北山村,下北山村役場,135.955178,34.00508
奈良県,上北山村,上北山村役場,136.000149,34.134321
奈良県,川上村,川上村役場,135.954303,34.338121
奈良県,東吉野村,東吉野村役場,135.968307,34.403541
和歌山県,すさみ町,すさみ町役場,135.496678,33.550062
和歌山県,那智勝浦町,那智勝浦町役場,135.941042,33.625988
和歌山県,太地町,太地町役場,135.943964,33.594037
和歌山県,古座川町,古座川町役場,135.814999,33.53199
和歌山県,みなべ町,みなべ町役場,135.321434,33.772333
和歌山県,日高川町,日高川町役場,135.186,33.911693
和歌山県,白浜町,白浜町役場,135.348108,33.678188
和歌山県,上富田町,上富田町役場,135.428802,33.696352
和歌山県,美浜町,美浜町役場,135.133265,33.893806
和歌山県,日高町,日高町役場,135.141072,33.925677
和歌山県,由良町,由良町役場,135.118187,33.959251
和歌山県,印南町,印南町役場,135.21825,33.81837
和歌山県,高野町,高野町役場,135.586536,34.216077
和歌山県,湯浅町,湯浅町役場,135.178567,34.032952
和歌山県,広川町,広川町役場,135.173072,34.029957
和歌山県,有田川町,有田川町役場,135.216116,34.057488
大阪府,忠岡町,忠岡町役場,135.401497,34.487125
大阪府,熊取町,熊取町役場,135.355863,34.401308
大阪府,田尻町,田尻町役場,135.291176,34.393782
大阪府,岬町,岬町役場,135.142085,34.3169
大阪府,阪南市,阪南市役所,135.239656,34.359594
大阪府,島本町,島本町役場,135.663009,34.883819
大阪府,豊能町,豊能町役場,135.494096,34.91885
大阪府,能勢町,能勢町役場,135.414189,34.972445
大阪府,泉南市,泉南市役所,135.2733,34.366007
大阪府,四條畷市,四條畷市役所,135.639727,34.740064
大阪府,交野市,交野市役所,135.679978,34.787958
大阪府,大阪狭山市,大阪狭山市役所,135.555748,34.503718
大阪府,摂津市,摂津市役所,135.561886,34.777387
大阪府,高石市,高石市役所,135.442395,34.520673
大阪府,藤井寺市,藤井寺市役所,135.597476,34.574283
大阪府,東大阪市,東大阪市役所,135.600898,34.679324
兵庫県,豊岡市,豊岡市役所,134.820187,35.544475
兵庫県,加古川市,加古川市役所,134.8409,34.75662
兵庫県,赤穂市,赤穂市役所,134.390354,34.754974
兵庫県,西脇市,西脇市役所,134.969284,34.993428
兵庫県,洲本市,洲本市役所,134.895653,34.342522
兵庫県,芦屋市,芦屋市役所,135.304179,34.726522
兵庫県,伊丹市,伊丹市役所,135.400933,34.784295
兵庫県,相生市,相生市役所,134.468193,34.803662
兵庫県,姫路市,姫路市役所,134.685458,34.815496
兵庫県,尼崎市,尼崎市役所,135.406394,34.733554
兵庫県,明石市,明石市役所,134.997182,34.643109
兵庫県,西宮市,西宮市役所,135.34183,34.737691
大阪府,太子町,太子町役場,135.647734,34.518656
大阪府,河南町,河南町役場,135.62988,34.491637
大阪府,千早赤阪村,千早赤阪村役場,135.622531,34.464601
兵庫県,神戸市,神戸市役所,135.195728,34.689495
兵庫県,淡路市,淡路市役所,134.914633,34.439847
兵庫県,宍粟市,宍粟市役所,134.549377,35.004435
兵庫県,加東市,加東市役所,134.973345,34.91737
兵庫県,たつの市,たつの市役所,134.545397,34.857847
兵庫県,養父市,養父市役所,134.767668,35.40464
兵庫県,丹波市,丹波市役所,135.035816,35.177259
兵庫県,南あわじ市,南あわじ市役所,134.779083,34.295807
兵庫県,朝来市,朝来市役所,134.853117,35.339835
兵庫県,小野市,小野市役所,134.931545,34.853183
兵庫県,三田市,三田市役所,135.22529,34.889672
兵庫県,加西市,加西市役所,134.841819,34.927811
兵庫県,篠山市,篠山市役所,135.219002,35.075673
兵庫県,宝塚市,宝塚市役所,135.360098,34.799817
兵庫県,三木市,三木市役所,134.990188,34.796922
兵庫県,高砂市,高砂市役所,134.790478,34.766248
兵庫県,川西市,川西市役所,135.417222,34.830132
奈良県,奈良市,奈良市役所,135.804995,34.685117
奈良県,大和高田市,大和高田市役所,135.736451,34.514975
奈良県,大和郡山市,大和郡山市役所,135.782747,34.649368
奈良県,天理市,天理市役所,135.837367,34.596617
兵庫県,上郡町,上郡町役場,134.356098,34.873583
兵庫県,佐用町,佐用町役場,134.355771,35.004296
兵庫県,香美町,香美町役場,134.629175,35.632169
兵庫県,新温泉町,新温泉町役場,134.448942,35.623509
兵庫県,市川町,市川町役場,134.763289,34.989365
兵庫県,福崎町,福崎町役場,134.760245,34.950319
兵庫県,神河町,神河町役場,134.739856,35.064235
兵庫県,太子町,太子町役場,134.57781,34.833469
兵庫県,猪名川町,猪名川町役場,135.376164,34.894966
兵庫県,多可町,多可町役場,134.923359,35.050315
兵庫県,稲美町,稲美町役場,134.913384,34.748627
兵庫県,播磨町,播磨町役場,134.867911,34.715302
山梨県,丹波山村,丹波山村役場,138.92225,35.789716
長野県,長野市,長野市役所,138.1942866,36.648631
長野県,松本市,松本市役所,137.971992,36.238096
長野県,上田市,上田市役所,138.249069,36.401942
山梨県,山中湖村,山中湖村役場,138.861078,35.410644
山梨県,鳴沢村,鳴沢村役場,138.706609,35.481318
山梨県,富士河口湖町,富士河口湖町役場,138.754926,35.497297
山梨県,小菅村,小菅村役場,138.940283,35.760274
山梨県,昭和町,昭和町役場,138.535148,35.627928
山梨県,道志村,道志村役場,139.033429,35.528025
山梨県,西桂町,西桂町役場,138.84688,35.524082
山梨県,忍野村,忍野村役場,138.847853,35.460062
山梨県,早川町,早川町役場,138.363192,35.412658
山梨県,身延町,身延町役場,138.442488,35.467569
山梨県,南部町,南部町役場,138.486054,35.2423
山梨県,富士川町,富士川町役場,138.461305,35.561163
長野県,佐久市,佐久市役所,138.476831,36.248788
長野県,千曲市,千曲市役所,138.119904,36.533857
長野県,東御市,東御市役所,138.330295,36.35955
長野県,安曇野市,安曇野市役所,137.899806,36.302827
長野県,大町市,大町市役所,137.851169,36.502976
長野県,飯山市,飯山市役所,138.365498,36.851745
長野県,茅野市,茅野市役所,138.158896,35.995571
長野県,塩尻市,塩尻市役所,137.95338,36.11502
長野県,小諸市,小諸市役所,138.426021,36.326874
長野県,伊那市,伊那市役所,137.954083,35.827478
長野県,駒ヶ根市,駒ヶ根市役所,137.933993,35.728861
長野県,中野市,中野市役所,138.36947,36.742027
長野県,岡谷市,岡谷市役所,138.049557,36.067003
長野県,飯田市,飯田市役所,137.821824,35.514703
長野県,諏訪市,諏訪市役所,138.113984,36.039175
長野県,須坂市,須坂市役所,138.307275,36.651117
長野県,富士見町,富士見町役場,138.24074,35.914652
長野県,原村,原村役場,138.217471,35.964354
長野県,辰野町,辰野町役場,137.987428,35.982413
長野県,箕輪町,箕輪町役場,137.981992,35.91502
長野県,立科町,立科町役場,138.315991,36.272089
長野県,青木村,青木村役場,138.128698,36.369998
長野県,長和町,長和町役場,138.267791,36.25594
長野県,下諏訪町,下諏訪町役場,138.080068,36.069577
長野県,北相木村,北相木村役場,138.551203,36.059195
長野県,佐久穂町,佐久穂町役場,138.483425,36.16098
長野県,軽井沢町,軽井沢町役場,138.596966,36.34831
長野県,御代田町,御代田町役場,138.508798,36.321155
長野県,小海町,小海町役場,138.483515,36.095241
長野県,川上村,川上村役場,138.578605,35.975487
長野県,南牧村,南牧村役場,138.492185,36.020907
長野県,南相木村,南相木村役場,138.54689,36.036072
長野県,天龍村,天龍村役場,137.854244,35.276307
長野県,泰阜村,泰阜村役場,137.846157,35.377434
長野県,喬木村,喬木村役場,137.873751,35.513823
長野県,豊丘村,豊丘村役場,137.895791,35.551497
長野県,平谷村,平谷村役場,137.630083,35.323279
長野県,根羽村,根羽村役場,137.581232,35.253061
長野県,下條村,下條村役場,137.785926,35.39733
長野県,売木村,売木村役場,137.711191,35.271068
長野県,松川町,松川町役場,137.909667,35.597231
長野県,高森町,高森町役場,137.878519,35.551542
長野県,阿南町,阿南町役場,137.81609,35.32362
長野県,阿智村,阿智村役場,137.747444,35.443791
長野県,飯島町,飯島町役場,137.919523,35.676622
長野県,南箕輪村,南箕輪村役場,137.975084,35.872853
長野県,中川村,中川村役場,137.945961,35.634617
長野県,宮田村,宮田村役場,137.944209,35.768882
富山県,入善町,入善町役場,137.502128,36.933578
富山県,朝日町,朝日町役場,137.559868,36.946179
石川県,金沢市,金沢市役所,136.656633,36.561051
石川県,七尾市,七尾市役所,136.967296,37.043108
富山県,射水市,射水市役所,137.099559,36.712222
富山県,舟橋村,舟橋村役場,137.307372,36.703525
富山県,上市町,上市町役場,137.362586,36.698429
富山県,立山町,立山町役場,137.313658,36.663346
富山県,黒部市,黒部市役所,137.449095,36.87359
富山県,砺波市,砺波市役所,136.962167,36.647467
富山県,小矢部市,小矢部市役所,136.868653,36.675531
富山県,南砺市,南砺市役所,136.919511,36.588049
富山県,高岡市,高岡市役所,137.025717,36.754099
富山県,魚津市,魚津市役所,137.40919,36.827367
富山県,氷見市,氷見市役所,136.972868,36.855978
富山県,滑川市,滑川市役所,137.34118,36.764394
石川県,志賀町,志賀町役場,136.77801,37.006187
石川県,宝達志水町,宝達志水町役場,136.797557,36.862759
石川県,中能登町,中能登町役場,136.901476,36.98889
石川県,穴水町,穴水町役場,136.912479,37.230874
石川県,野々市市,野々市市役所,136.609685,36.519466
石川県,川北町,川北町役場,136.542276,36.468632
石川県,津幡町,津幡町役場,136.728683,36.669093
石川県,内灘町,内灘町役場,136.645125,36.65353
石川県,羽咋市,羽咋市役所,136.778999,36.893599
石川県,かほく市,かほく市役所,136.706668,36.719973
石川県,白山市,白山市役所,136.565833,36.514427
石川県,能美市,能美市役所,136.554028,36.446888
石川県,小松市,小松市役所,136.445588,36.408357
石川県,輪島市,輪島市役所,136.899185,37.390557
石川県,珠洲市,珠洲市役所,137.260406,37.436369
石川県,加賀市,加賀市役所,136.314685,36.302669
福井県,南越前町,南越前町役場,136.194435,35.83515
福井県,越前町,越前町役場,136.129765,35.974264
福井県,美浜町,美浜町役場,135.940619,35.6006
福井県,高浜町,高浜町役場,135.550968,35.490392
福井県,越前市,越前市役所,136.168672,35.903471
福井県,坂井市,坂井市役所,136.231287,36.166902
福井県,永平寺町,永平寺町役場,136.298724,36.092248
福井県,池田町,池田町役場,136.344079,35.890383
福井県,大野市,大野市役所,136.487692,35.980564
福井県,勝山市,勝山市役所,136.500542,36.060917
福井県,鯖江市,鯖江市役所,136.184238,35.956565
福井県,あわら市,あわら市役所,136.229012,36.211361
石川県,能登町,能登町役場,137.150052,37.306588
福井県,福井市,福井市役所,136.219452,36.06412
福井県,敦賀市,敦賀市役所,136.055544,35.645222
福井県,小浜市,小浜市役所,135.746647,35.495593
山梨県,上野原市,上野原市役所,139.108751,35.630301
山梨県,甲州市,甲州市役所,138.729265,35.70516
山梨県,中央市,中央市役所,138.517269,35.599643
山梨県,市川三郷町,市川三郷町役場,138.502406,35.56512
